task_id,track,tool,difficulty,data_type,evaluator,scoring_type,task_dir,generator,prompt_path,visible_files_count,hidden_files_count,has_oracle,bug_type,question_type,template,mutant_name,expected_error_category,p3_source,backend
p3_timing_000983,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000983,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000983/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000984,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000984,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000984/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000985,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000985,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000985/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000986,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000986,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000986/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000987,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000987,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000987/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000988,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000988,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000988/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000989,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000989,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000989/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000990,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000990,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000990/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000991,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000991,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000991/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000992,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000992,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000992/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000993,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000993,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000993/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000994,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000994,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000994/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000995,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000995,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000995/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000996,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000996,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000996/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000997,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000997,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000997/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000998,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000998,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000998/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000999,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000999,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000999/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_900000,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/pt_prototype/p3_timing_900000,generate_pt_report_prototypes.py,p3_timing_report_qa/pt_prototype/p3_timing_900000/prompt.md,2,0,True,,wns,,,,pt_prototype,pt
p3_timing_900001,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/pt_prototype/p3_timing_900001,generate_pt_report_prototypes.py,p3_timing_report_qa/pt_prototype/p3_timing_900001/prompt.md,2,0,True,,tns,,,,pt_prototype,pt
p3_timing_900002,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/pt_prototype/p3_timing_900002,generate_pt_report_prototypes.py,p3_timing_report_qa/pt_prototype/p3_timing_900002/prompt.md,2,0,True,,worst_endpoint,,,,pt_prototype,pt
p3_timing_900003,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/pt_prototype/p3_timing_900003,generate_pt_report_prototypes.py,p3_timing_report_qa/pt_prototype/p3_timing_900003/prompt.md,2,0,True,,worst_startpoint,,,,pt_prototype,pt
p3_timing_900004,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/pt_prototype/p3_timing_900004,generate_pt_report_prototypes.py,p3_timing_report_qa/pt_prototype/p3_timing_900004/prompt.md,2,0,True,,violating_paths,,,,pt_prototype,pt
p3_timing_900005,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/pt_prototype/p3_timing_900005,generate_pt_report_prototypes.py,p3_timing_report_qa/pt_prototype/p3_timing_900005/prompt.md,2,0,True,,path_group,,,,pt_prototype,pt
p3_timing_900006,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/pt_prototype/p3_timing_900006,generate_pt_report_prototypes.py,p3_timing_report_qa/pt_prototype/p3_timing_900006/prompt.md,2,0,True,,clock_name,,,,pt_prototype,pt
p3_timing_900007,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/pt_prototype/p3_timing_900007,generate_pt_report_prototypes.py,p3_timing_report_qa/pt_prototype/p3_timing_900007/prompt.md,2,0,True,,arrival_time,,,,pt_prototype,pt
p6_dc_syn_000000,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/smoke/p6_dc_syn_000000,smoke_handcrafted,p6_dc_synthesis_qa/smoke/p6_dc_syn_000000/prompt.md,2,0,True,,total_area,,,,,dc
p6_dc_syn_000001,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000001,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000001/prompt.md,2,0,True,,total_area,,,,,dc
p6_dc_syn_000002,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000002,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000002/prompt.md,2,0,True,,combinational_area,,,,,dc
p6_dc_syn_000003,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000003,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000003/prompt.md,2,0,True,,sequential_area,,,,,dc
p6_dc_syn_000004,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000004,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000004/prompt.md,2,0,True,,cell_count,,,,,dc
p6_dc_syn_000005,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000005,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000005/prompt.md,2,0,True,,register_count,,,,,dc
p6_dc_syn_000006,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000006,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000006/prompt.md,2,0,True,,top_module,,,,,dc
p6_dc_syn_000007,p6_dc_synthesis_qa,dc,hard,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000007,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000007/prompt.md,2,0,True,,worst_slack,,,,,dc
p6_dc_syn_000008,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000008,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000008/prompt.md,2,0,True,,compile_status,,,,,dc
p6_dc_syn_000009,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000009,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000009/prompt.md,2,0,True,,clock_period,,,,,dc
p6_dc_syn_000010,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000010,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000010/prompt.md,2,0,True,,warning_count,,,,,dc
p6_dc_syn_000011,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000011,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000011/prompt.md,2,0,True,,total_area,,,,,dc
p6_dc_syn_000012,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000012,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000012/prompt.md,2,0,True,,combinational_area,,,,,dc
p6_dc_syn_000013,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000013,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000013/prompt.md,2,0,True,,sequential_area,,,,,dc
p6_dc_syn_000014,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000014,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000014/prompt.md,2,0,True,,cell_count,,,,,dc
p6_dc_syn_000015,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000015,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000015/prompt.md,2,0,True,,register_count,,,,,dc
p6_dc_syn_000016,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000016,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000016/prompt.md,2,0,True,,top_module,,,,,dc
p6_dc_syn_000017,p6_dc_synthesis_qa,dc,hard,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000017,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000017/prompt.md,2,0,True,,worst_slack,,,,,dc
p6_dc_syn_000018,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000018,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000018/prompt.md,2,0,True,,compile_status,,,,,dc
p6_dc_syn_000019,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000019,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000019/prompt.md,2,0,True,,clock_period,,,,,dc
p6_dc_syn_000020,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000020,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000020/prompt.md,2,0,True,,warning_count,,,,,dc
p6_dc_syn_000021,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000021,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000021/prompt.md,2,0,True,,total_area,,,,,dc
p6_dc_syn_000022,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000022,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000022/prompt.md,2,0,True,,combinational_area,,,,,dc
p6_dc_syn_000023,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000023,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000023/prompt.md,2,0,True,,sequential_area,,,,,dc
p6_dc_syn_000024,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000024,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000024/prompt.md,2,0,True,,cell_count,,,,,dc
p6_dc_syn_000025,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000025,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000025/prompt.md,2,0,True,,register_count,,,,,dc
p6_dc_syn_000026,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000026,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000026/prompt.md,2,0,True,,top_module,,,,,dc
p6_dc_syn_000027,p6_dc_synthesis_qa,dc,hard,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000027,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000027/prompt.md,2,0,True,,worst_slack,,,,,dc
p6_dc_syn_000028,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000028,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000028/prompt.md,2,0,True,,compile_status,,,,,dc
p6_dc_syn_000029,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000029,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000029/prompt.md,2,0,True,,clock_period,,,,,dc
p6_dc_syn_000030,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000030,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000030/prompt.md,2,0,True,,warning_count,,,,,dc
p6_dc_syn_000031,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000031,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000031/prompt.md,2,0,True,,total_area,,,,,dc
p6_dc_syn_000032,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000032,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000032/prompt.md,2,0,True,,combinational_area,,,,,dc
p6_dc_syn_000033,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000033,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000033/prompt.md,2,0,True,,sequential_area,,,,,dc
p6_dc_syn_000034,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000034,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000034/prompt.md,2,0,True,,cell_count,,,,,dc
p6_dc_syn_000035,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000035,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000035/prompt.md,2,0,True,,register_count,,,,,dc
p6_dc_syn_000036,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000036,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000036/prompt.md,2,0,True,,top_module,,,,,dc
p6_dc_syn_000037,p6_dc_synthesis_qa,dc,hard,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000037,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000037/prompt.md,2,0,True,,worst_slack,,,,,dc
p6_dc_syn_000038,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000038,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000038/prompt.md,2,0,True,,compile_status,,,,,dc
p6_dc_syn_000039,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000039,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000039/prompt.md,2,0,True,,clock_period,,,,,dc
p6_dc_syn_000040,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000040,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000040/prompt.md,2,0,True,,warning_count,,,,,dc
p6_dc_syn_000041,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000041,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000041/prompt.md,2,0,True,,total_area,,,,,dc
p6_dc_syn_000042,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000042,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000042/prompt.md,2,0,True,,combinational_area,,,,,dc
p6_dc_syn_000043,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000043,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000043/prompt.md,2,0,True,,sequential_area,,,,,dc
p6_dc_syn_000044,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000044,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000044/prompt.md,2,0,True,,cell_count,,,,,dc
p6_dc_syn_000045,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000045,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000045/prompt.md,2,0,True,,register_count,,,,,dc
p6_dc_syn_000046,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000046,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000046/prompt.md,2,0,True,,top_module,,,,,dc
p6_dc_syn_000047,p6_dc_synthesis_qa,dc,hard,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000047,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000047/prompt.md,2,0,True,,worst_slack,,,,,dc
p6_dc_syn_000048,p6_dc_synthesis_qa,dc,easy,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000048,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000048/prompt.md,2,0,True,,compile_status,,,,,dc
p6_dc_syn_000049,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000049,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000049/prompt.md,2,0,True,,clock_period,,,,,dc
p6_dc_syn_000050,p6_dc_synthesis_qa,dc,medium,template_synthetic,dc_synthesis_qa.DCSynthesisQAEvaluator,answer_match:1.0,p6_dc_synthesis_qa/generated/p6_dc_syn_000050,p6_dc_synthesis_qa_gen.py,p6_dc_synthesis_qa/generated/p6_dc_syn_000050/prompt.md,2,0,True,,warning_count,,,,,dc
sg_lint_0000,p7_spyglass_lint_debug,spyglass,easy,template_synthetic,spyglass_lint_debug.SpyGlassLintDebugEvaluator,explanation:0.1|lint_pass:0.9,p7_spyglass_lint_debug/generated/sg_lint_0000,p7_spyglass_lint_debug_gen.py,p7_spyglass_lint_debug/generated/sg_lint_0000/prompt.md,4,2,True,latch_inference,,,,latch_inference,,spyglass
sg_lint_0000,p7_spyglass_lint_debug,spyglass,easy,template_synthetic,spyglass_lint_debug.SpyGlassLintDebugEvaluator,explanation:0.1|lint_pass:0.9,p7_spyglass_lint_debug/smoke/sg_lint_0000,p7_spyglass_lint_debug_gen.py,p7_spyglass_lint_debug/smoke/sg_lint_0000/prompt.md,4,2,True,latch_inference,,,,latch_inference,,spyglass
sg_lint_0001,p7_spyglass_lint_debug,spyglass,medium,template_synthetic,spyglass_lint_debug.SpyGlassLintDebugEvaluator,explanation:0.1|lint_pass:0.9,p7_spyglass_lint_debug/generated/sg_lint_0001,p7_spyglass_lint_debug_gen.py,p7_spyglass_lint_debug/generated/sg_lint_0001/prompt.md,4,2,True,multi_driven,,,,multi_driven,,spyglass
sg_lint_0002,p7_spyglass_lint_debug,spyglass,medium,template_synthetic,spyglass_lint_debug.SpyGlassLintDebugEvaluator,explanation:0.1|lint_pass:0.9,p7_spyglass_lint_debug/generated/sg_lint_0002,p7_spyglass_lint_debug_gen.py,p7_spyglass_lint_debug/generated/sg_lint_0002/prompt.md,4,2,True,blocking_in_seq,,,,blocking_in_seq,,spyglass
sg_lint_0003,p7_spyglass_lint_debug,spyglass,easy,template_synthetic,spyglass_lint_debug.SpyGlassLintDebugEvaluator,explanation:0.1|lint_pass:0.9,p7_spyglass_lint_debug/generated/sg_lint_0003,p7_spyglass_lint_debug_gen.py,p7_spyglass_lint_debug/generated/sg_lint_0003/prompt.md,4,2,True,latch_inference,,,,latch_inference,,spyglass
